time
198
190
200
190
200
196
244
196
206
196
200
194
228
196
200
196
196
196
194
544
196
194
194
194
198
194
196
214
198
196
196
196
194
196
196
194
194
194
196
196
194
194
196
196
244
196
194
196
546
196
206
194
194
194
192
192
198
192
198
194
196
194
196
196
196
194
196
196
196
196
192
194
192
192
194
196
194
548
194
158
196
194
198
196
196
192
192
200
196
196
194
196
194
194
194
194
192
196
194
204
196
196
198
194
196
194
546
196
194
196
168
192
208
198
162
198
198
196
200
196
210
168
196
160
160
160
196
192
202
246
192
192
194
194
198
160
616
196
196
194
250
196
194
196
196
196
194
196
198
198
196
220
194
212
194
206
196
212
194
198
194
208
196
764
198
194
194
196
196
196
196
196
194
204
190
194
196
192
196
192
196
194
196
192
194
196
196
160
194
196
200
192
562
212
168
234
194
256
194
214
192
212
196
200
196
198
194
196
196
196
196
192
196
196
194
196
196
192
196
192
194
550
194
208
196
194
194
194
194
198
196
192
194
194
194
194
216
196
202
192
262
196
162
202
204
194
200
194
192
806
198
196
200
198
194
192
196
194
196
196
194
196
194
196
196
194
196
196
196
196
194
196
196
196
196
194
212
198
548
196
204
194
302
198
196
192
212
192
166
196
202
194
200
196
198
194
196
200
196
202
266
196
198
192
196
194
190
550
192
192
196
198
210
192
214
196
196
198
194
196
194
194
194
196
194
196
192
194
194
194
196
194
196
198
194
750
202
192
194
196
198
196
216
196
196
196
196
196
244
196
196
210
196
196
194
192
194
196
158
196
194
196
194
196
548
194
194
164
192
212
192
202
196
200
196
196
196
198
198
194
196
196
196
194
196
200
194
194
206
192
196
196
196
546
196
196
194
194
196
192
194
192
198
194
198
194
204
196
198
196
258
196
198
194
196
196
200
196
196
194
194
858
194
192
196
196
196
196
194
192
194
196
208
192
196
196
196
192
194
214
198
198
220
194
192
196
196
192
196
194
576
194
198
194
192
200
160
194
198
204
198
196
198
196
192
194
194
196
200
194
196
254
196
194
198
194
194
214
194
548
240
196
200
196
212
196
194
208
196
192
198
194
196
192
196
196
196
194
196
200
198
204
194
160
198
258
196
704
204
194
198
192
196
196
194
194
196
196
196
196
194
202
198
196
200
194
196
196
196
196
196
194
196
192
196
194
550
220
196
196
192
156
198
256
196
260
194
162
194
198
194
196
192
196
196
196
194
196
204
196
196
196
192
194
194
546
196
192
198
192
196
194
196
194
196
196
196
192
198
196
162
194
266
196
256
194
158
196
362
192
208
194
194
686
198
204
192
194
194
196
194
196
218
192
198
194
196
196
196
196
196
192
196
196
196
194
196
194
198
194
198
192
666
196
196
196
194
194
196
198
160
194
162
196
210
198
198
192
198
194
280
194
194
196
196
198
194
202
198
194
198
716
196
196
192
194
198
192
198
194
194
196
196
200
194
196
196
194
194
198
192
196
196
196
196
196
192
194
194
676
210
196
194
194
202
196
198
192
198
192
198
196
198
188
194
196
192
194
196
194
194
196
196
196
196
194
196
194
548
194
196
198
192
164
198
366
194
194
194
192
198
202
196
198
196
200
198
248
196
202
196
194
196
194
194
194
196
548
198
196
196
196
200
196
196
196
194
196
194
194
196
196
198
194
198
194
196
196
196
214
192
198
218
194
198
760
192
210
196
196
194
202
196
194
196
194
196
196
194
192
196
194
196
192
196
192
198
196
262
196
204
194
258
194
550
196
198
196
198
196
194
194
196
200
192
194
200
194
160
198
198
196
198
196
242
194
198
192
194
196
192
194
194
690
192
192
208
194
194
192
194
196
194
194
192
198
196
196
198
198
196
194
194
194
198
194
198
194
202
198
194
674
198
196
258
192
198
194
200
196
256
196
196
196
194
194
194
194
194
196
194
196
194
194
198
162
194
208
194
200
560
196
198
194
202
196
194
196
194
196
198
194
196
196
194
212
194
212
196
194
196
210
196
202
196
196
194
194
196
544
196
192
198
194
196
194
196
196
194
198
194
188
196
194
196
196
194
190
196
194
196
194
196
192
208
196
216
808
196
196
194
208
198
194
196
192
194
190
194
194
216
196
196
198
196
194
196
194
194
196
192
196
194
196
194
196
548
194
194
196
196
192
196
196
164
196
198
196
196
194
194
194
194
196
196
198
196
196
196
194
196
196
196
194
194
552
194
198
194
196
194
196
196
196
194
196
200
194
202
204
192
196
196
212
196
210
192
196
196
200
198
248
194
194
194
542
192
198
196
190
196
194
196
196
196
206
192
194
192
194
224
194
198
194
198
196
200
192
196
194
192
198
194
196
544
196
196
196
192
196
196
196
196
196
196
198
194
194
196
196
194
192
218
194
194
160
194
200
192
200
192
224
196
552
194
200
196
198
194
198
196
196
194
192
194
206
196
196
220
194
202
196
194
196
196
196
194
194
194
196
198
194
548
198
194
196
194
196
194
196
194
196
196
196
196
194
196
196
194
194
198
196
196
196
216
196
208
198
200
196
810
208
196
196
192
198
194
194
194
196
198
192
162
194
164
196
472
198
196
196
200
198
202
196
196
194
212
192
194
548
196
194
196
194
192
196
194
198
192
190
194
210
196
198
196
194
204
196
192
198
194
196
194
196
194
196
196
196
550
194
196
196
198
194
196
196
196
198
196
164
192
194
196
192
196
194
198
194
190
194
198
162
194
194
198
196
192
706
194
210
194
202
200
256
198
160
196
256
194
200
194
256
192
258
194
258
192
212
192
210
194
196
196
198
194
658
194
196
196
194
196
196
194
196
194
194
194
194
190
196
192
196
196
196
192
194
196
200
190
194
194
194
196
198
548
196
194
194
194
196
196
192
194
196
194
198
192
192
194
188
198
194
198
194
194
196
214
196
194
246
194
160
836
196
196
196
194
194
192
196
194
198
220
192
196
198
164
198
270
194
158
196
260
196
204
194
202
192
196
196
194
580
196
196
194
196
196
196
196
192
196
196
192
194
192
196
194
192
194
194
192
194
194
196
194
190
248
196
194
160
572
192
196
198
196
194
194
192
196
196
196
196
196
194
194
198
160
196
194
166
196
198
196
204
196
196
198
194
198
548
194
190
196
196
194
196
194
192
192
194
194
198
190
194
196
198
196
194
194
198
196
196
162
194
200
196
204
194
546
196
194
198
194
190
194
196
198
196
196
208
192
196
196
196
196
196
194
196
212
194
196
198
194
198
198
212
198
552
196
